"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"China","CHN","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","SL.EMP.1524.SP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.1699981689453","72.8499984741211","72.0199966430664","71.2399978637695","70.4499969482422","69.4499969482422","68.2200012207031","66.9599990844727","65.379997253418","63.9300003051758","61.2299995422363","58.6800003051758","56.310001373291","55.0299987792969","54.0099983215332","53.5099983215332","53.4199981689453","52.9199981689453","52.439998626709","51.8699989318848","51.2200012207031","49.9500007629395","48.4000015258789","46.8300018310547","45.5299987792969","44.6100006103516","43.939998626709","43.4599990844727","42.5499992370605","",
"China","CHN","Poverty gap at $5.50 a day (2011 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.3","","","62.5","","","54","","","51.4","","","43.9","","","33.5","","","27.6","","23.1","19.8","17.3","11.7","9.7","7.8","6.5","","","","",
"China","CHN","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","","","","","","7.4","","","6.5","","","5.6","","","5.8","","","5.2","","5.1","5.4","5.3","6.2","6.2","6.4","6.5","","","","",
"China","CHN","Domestic general government health expenditure (% of general government expenditure)","SH.XPD.GHED.GE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.08984089","5.58924198","6.02580309","6.87652969","7.26605892","7.48882866","7.56382132","7.90135717","7.7085824","8.37523079","8.7509222","8.60284996","9.03729343","9.41684246","9.62653923","9.39327621","9.06470871","9.07209206","8.85456753","","",
"China","CHN","Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)","SH.UHC.NOP2.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.854185223579407","","","","","1.88867822289467","","1.94511115550995","","","","","1.59266740083695","","","","","","1.3664398342371","","","","","","","",
"China","CHN","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","SH.STA.WASH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","","","",
"China","CHN","Prevalence of overweight, weight for height, female (% of children under 5)","SH.STA.OWGH.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","Low-birthweight babies (% of births)","SH.STA.BRTW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7706537","5.7014537","5.6163726","5.53182409999999","5.44526","5.3692503","5.29528429999999","5.2336621","5.17608309999999","5.1282582","5.08467719999999","5.0536532","5.0232329","4.9961615","4.9725003","4.95258329999999","","","","","",
"China","CHN","Prevalence of current tobacco use (% of adults)","SH.PRV.SMOK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3","","","26.6","","26.1","","25.5","","25.1","","24.7","","",
"China","CHN","Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV)","SH.HIV.PMTC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"China","CHN","People using at least basic drinking water services, urban (% of urban population)","SH.H2O.BASW.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.2474428439994","98.2474428439994","98.2136258631649","98.1797712930746","98.1458791337284","98.1119493851264","98.0779820472686","98.0439771201549","98.0099346037853","97.9758544981599","97.9417368032787","97.9075815191416","97.8733886457487","97.8391581830999","97.8048901311953","97.7705844900349","97.7362412596186","97.7018604399465","","","",
"China","CHN","Number of neonatal deaths","SH.DTH.NMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","744617","701428","652179","602947","557136","515779","480718","449427","420809","393957","368525","343637","319321","294328","265423","239226","215662","195041","176975","160947","147011","134420","123143","112714","103120","93912","85305","77398","70170","63895","",
"China","CHN","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","SH.ALC.PCAP.LI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81","","","","","4.02","","","","","7.07","","","","","7.15","","","7.05","","",
"China","CHN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","9.5632495880127","9.76224040985107","10.6873798370361","10.4390096664429","9.46158027648926","10.7439403533936","","","","12.2905302047729","14.7739496231079","20.0649394989014","18.717170715332","19.5053405761719","","14.5514097213745","12.6315603256226","","","","","","","","","","","","","","","","","","","","","",
